#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	tigrfam_acc	tigrfam_desc	Taxonomy
metaerg.pl|00014	NODE_1_length_141231_cov_51.1498	9400	10161	762	1	No	0	TIGR01528	"nicotinamide mononucleotide transporter PnuC"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici
metaerg.pl|01395	NODE_29_length_19754_cov_9.27773	18546	19694	1149	-1	No	0	TIGR01891	"amidohydrolase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01468	NODE_32_length_18073_cov_60.8324	14785	15294	510	1	No	0	TIGR01593	"toxin secretion/phage lysis holin"	unknow
metaerg.pl|01487	NODE_33_length_17673_cov_21.1366	12901	13827	927	1	No	0	TIGR00180	"ParB/RepB/Spo0J family partition protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__LSJC7;s__LSJC7 sp000302695
metaerg.pl|01506	NODE_34_length_17563_cov_5.77439	11175	11687	513	-1	No	0	TIGR01635	"phage virion morphogenesis protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp003248805
metaerg.pl|01509	NODE_34_length_17563_cov_5.77439	14633	16303	1671	-1	No	0	TIGR01630	"phage uncharacterized protein, C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Pseudovibrio;s__Pseudovibrio sp001623075
metaerg.pl|01573	NODE_37_length_16015_cov_8.41472	2950	3510	561	-1	No	0	TIGR01673	"phage holin, LL-H family"	unknow
metaerg.pl|01612	NODE_38_length_15393_cov_15.4123	12352	13185	834	1	No	0	TIGR02220	"phage conserved hypothetical protein, C-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|01615	NODE_39_length_15113_cov_8.47012	2	3157	3156	-1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__Tetragenococcus halophilus
metaerg.pl|01618	NODE_39_length_15113_cov_8.47012	4021	4632	612	-1	No	0	TIGR02126	"phage major tail protein, TP901-1 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis_A
metaerg.pl|01623	NODE_39_length_15113_cov_8.47012	6086	6907	822	-1	No	0	TIGR04387	"major capsid protein, N4-gp56 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_M;s__Lactobacillus_M selangorensis
metaerg.pl|01625	NODE_39_length_15113_cov_8.47012	7655	8590	936	-1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_O;s__Lactobacillus_O nagelii
metaerg.pl|01626	NODE_39_length_15113_cov_8.47012	8590	9984	1395	-1	No	0	TIGR01538	"phage portal protein, SPP1 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K sp002762335
metaerg.pl|01627	NODE_39_length_15113_cov_8.47012	9997	11277	1281	-1	No	0	TIGR01547	"phage terminase, large subunit, PBSX family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_O;s__Lactobacillus_O satsumensis
metaerg.pl|01637	NODE_40_length_14773_cov_10.7007	1579	2604	1026	-1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|01638	NODE_40_length_14773_cov_10.7007	2582	4018	1437	-1	No	0	TIGR01538	"phage portal protein, SPP1 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|01639	NODE_40_length_14773_cov_10.7007	4009	5259	1251	-1	No	0	TIGR01547	"phage terminase, large subunit, PBSX family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|01644	NODE_40_length_14773_cov_10.7007	7596	8084	489	-1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|01649	NODE_40_length_14773_cov_10.7007	10028	10507	480	-1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus hamsteri
metaerg.pl|01692	NODE_42_length_14622_cov_8.77717	3699	4433	735	1	No	0	TIGR00559	"pyridoxine 5'-phosphate synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01693	NODE_42_length_14622_cov_8.77717	4548	6473	1926	1	No	0	TIGR00794	"potassium uptake protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|01695	NODE_42_length_14622_cov_8.77717	7349	8368	1020	1	No	0	TIGR00465	"ketol-acid reductoisomerase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01697	NODE_42_length_14622_cov_8.77717	9567	10490	924	1	No	0	TIGR00654	"phenazine biosynthesis protein, PhzF family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01748	NODE_45_length_13553_cov_362.865	11876	12937	1062	1	No	0	TIGR00675	"DNA (cytosine-5-)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|01752	NODE_46_length_13546_cov_11.7735	1371	3011	1641	-1	No	0	TIGR01630	"phage uncharacterized protein, C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia symbiotica
metaerg.pl|01775	NODE_47_length_13397_cov_7.45792	2	823	822	1	No	0	TIGR02469	"precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01776	NODE_47_length_13397_cov_7.45792	952	1206	255	1	No	0	TIGR02383	"RNA chaperone Hfq"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01777	NODE_47_length_13397_cov_7.45792	1312	2661	1350	1	No	0	TIGR00231	"small GTP-binding protein domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01777	NODE_47_length_13397_cov_7.45792	1312	2661	1350	1	No	0	TIGR03156	"GTP-binding protein HflX"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01781	NODE_47_length_13397_cov_7.45792	5719	7518	1800	1	No	0	TIGR00118	"acetolactate synthase, large subunit, biosynthetic type"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01782	NODE_47_length_13397_cov_7.45792	7530	8102	573	1	No	0	TIGR00119	"acetolactate synthase, small subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01786	NODE_47_length_13397_cov_7.45792	11563	12855	1293	-1	No	0	TIGR01798	"citrate (Si)-synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01789	NODE_48_length_13089_cov_119.061	1346	4360	3015	-1	No	0	TIGR01665	"phage minor structural protein, N-terminal region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_J;s__Lactobacillus_J perolens
metaerg.pl|01791	NODE_48_length_13089_cov_119.061	5105	9184	4080	-1	No	0	TIGR02675	"tape measure domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_F;s__Lactobacillus_F fabifermentans
metaerg.pl|01796	NODE_48_length_13089_cov_119.061	10831	11229	399	-1	No	0	TIGR01725	"phage protein, HK97 gp10 family"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Lactobacillus phage Lc-Nu;
metaerg.pl|01797	NODE_48_length_13089_cov_119.061	11219	11566	348	-1	No	0	TIGR01563	"putative phage head-tail adaptor"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_F;s__Lactobacillus_F plantarum_A
metaerg.pl|01799	NODE_48_length_13089_cov_119.061	11925	13088	1164	-1	No	0	TIGR01554	"phage major capsid protein, HK97 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_O;s__Lactobacillus_O satsumensis
metaerg.pl|01820	NODE_50_length_12798_cov_15.7	6860	8410	1551	-1	No	0	TIGR01712	"phage N-6-adenine-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium wasabiae
metaerg.pl|01831	NODE_51_length_11991_cov_5.77916	984	6674	5691	1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K nantensis
metaerg.pl|01842	NODE_52_length_11722_cov_4.60055	2255	3040	786	1	No	0	TIGR02067	"histidinol-phosphatase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01846	NODE_52_length_11722_cov_4.60055	10175	11629	1455	1	No	0	TIGR01317	"glutamate synthase, NADH/NADPH, small subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01851	NODE_53_length_11636_cov_8.34479	4661	6031	1371	-1	No	0	TIGR00464	"glutamate--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01852	NODE_53_length_11636_cov_8.34479	6041	7717	1677	-1	No	0	TIGR00552	"NAD+ synthetase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01854	NODE_53_length_11636_cov_8.34479	8152	9531	1380	-1	No	0	TIGR01358	"3-deoxy-7-phosphoheptulonate synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01855	NODE_53_length_11636_cov_8.34479	9727	11115	1389	-1	No	0	TIGR01424	"glutathione-disulfide reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01859	NODE_54_length_11394_cov_12.1925	1099	1503	405	1	No	0	TIGR01671	"phage conserved hypothetical protein TIGR01671"	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B luticellarii
metaerg.pl|01860	NODE_54_length_11394_cov_12.1925	1496	1972	477	1	No	0	TIGR00621	"single-stranded DNA-binding protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helsingborgensis
metaerg.pl|01864	NODE_54_length_11394_cov_12.1925	3532	4020	489	1	No	0	TIGR01637	"phage transcriptional regulator, ArpU family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|01866	NODE_54_length_11394_cov_12.1925	5830	7275	1446	1	No	0	TIGR01630	"phage uncharacterized protein, C-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|01867	NODE_54_length_11394_cov_12.1925	7291	8694	1404	1	No	0	TIGR01555	"phage-associated protein, HI1409 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|01868	NODE_54_length_11394_cov_12.1925	8678	9469	792	1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|01900	NODE_57_length_10844_cov_19.7069	1329	1937	609	-1	No	0	TIGR02126	"phage major tail protein, TP901-1 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis_A
metaerg.pl|01907	NODE_57_length_10844_cov_19.7069	5007	5942	936	-1	No	0	TIGR01641	"phage head morphogenesis protein, SPP1 gp7 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_O;s__Lactobacillus_O nagelii
metaerg.pl|01908	NODE_57_length_10844_cov_19.7069	5942	7348	1407	-1	No	0	TIGR01538	"phage portal protein, SPP1 family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K sp002762335
metaerg.pl|01909	NODE_57_length_10844_cov_19.7069	7362	8660	1299	-1	No	0	TIGR01547	"phage terminase, large subunit, PBSX family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_O;s__Lactobacillus_O satsumensis
metaerg.pl|01913	NODE_58_length_10776_cov_29.8428	356	2434	2079	-1	No	0	TIGR01055	"DNA topoisomerase IV, B subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01918	NODE_58_length_10776_cov_29.8428	6480	7208	729	-1	No	0	TIGR00214	"lipoyl(octanoyl) transferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01926	NODE_59_length_10751_cov_40.753	7313	8125	813	1	No	0	TIGR02218	"phage conserved hypothetical protein BR0599"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombi
metaerg.pl|01930	NODE_60_length_10250_cov_8.91996	218	2002	1785	-1	No	0	TIGR00644	"single-stranded-DNA-specific exonuclease RecJ"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01931	NODE_60_length_10250_cov_8.91996	2159	3442	1284	-1	No	0	TIGR01326	"O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01932	NODE_60_length_10250_cov_8.91996	4847	5311	465	1	No	0	TIGR01066	"ribosomal protein uL13"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01937	NODE_60_length_10250_cov_8.91996	8254	8658	405	-1	No	0	TIGR02945	"FeS assembly SUF system protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01938	NODE_60_length_10250_cov_8.91996	8651	9892	1242	-1	No	0	TIGR01979	"cysteine desulfurase, SufS family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01942	NODE_61_length_10139_cov_25.8849	2373	3440	1068	1	No	0	TIGR01540	"phage portal protein, PBSX family"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_C
metaerg.pl|01945	NODE_61_length_10139_cov_25.8849	6600	7487	888	-1	No	0	TIGR00675	"DNA (cytosine-5-)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I
metaerg.pl|01949	NODE_61_length_10139_cov_25.8849	9530	9742	213	-1	No	0	TIGR00202	"carbon storage regulator"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio_A;s__Thioalkalivibrio_A sulfidiphilus
metaerg.pl|01953	NODE_62_length_10137_cov_60.4265	1184	2296	1113	1	No	0	TIGR04387	"major capsid protein, N4-gp56 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum intermedium
metaerg.pl|01985	NODE_64_length_9960_cov_65.167	1362	1853	492	-1	No	0	TIGR01550	"death-on-curing family protein"	unknow
metaerg.pl|01987	NODE_64_length_9960_cov_65.167	2440	2904	465	-1	No	0	TIGR02464	"conserved hypothetical protein"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Myoviridae;s__Bacillus virus PBS1;
metaerg.pl|02004	NODE_65_length_9919_cov_9.47881	1261	2187	927	1	No	0	TIGR00180	"ParB/RepB/Spo0J family partition protein"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Yersinia phage PY54;
metaerg.pl|02025	NODE_67_length_9752_cov_7.4751	4212	4844	633	-1	No	0	TIGR03308	"phosphonate metabolim protein, transferase hexapeptide repeat family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|02034	NODE_68_length_9665_cov_4.64214	4709	5674	966	-1	No	0	TIGR00020	"peptide chain release factor 2"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02035	NODE_68_length_9665_cov_4.64214	5995	8517	2523	-1	No	0	TIGR02074	"penicillin-binding protein, 1A family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02045	NODE_69_length_9601_cov_7.5021	6174	9494	3321	-1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K futsaii
metaerg.pl|02060	NODE_70_length_9543_cov_6.69214	8520	9038	519	-1	No	0	TIGR01644	"phage baseplate assembly protein V"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Afifellaceae;g__A52C2;s__A52C2 sp900110915
metaerg.pl|02086	NODE_72_length_9513_cov_9.77997	6593	8695	2103	-1	No	0	TIGR01760	"phage tail tape measure protein, TP901 family, core region"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_C
metaerg.pl|02106	NODE_74_length_9294_cov_5.3062	3418	5043	1626	-1	No	0	TIGR01166	"cobalt ABC transporter, ATP-binding protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|02106	NODE_74_length_9294_cov_5.3062	3418	5043	1626	-1	No	0	TIGR01189	"heme ABC exporter, ATP-binding protein CcmA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|02106	NODE_74_length_9294_cov_5.3062	3418	5043	1626	-1	No	0	TIGR02769	"nickel import ATP-binding protein NikE"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|02106	NODE_74_length_9294_cov_5.3062	3418	5043	1626	-1	No	0	TIGR02770	"nickel import ATP-binding protein NikD"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|02109	NODE_74_length_9294_cov_5.3062	7089	8723	1635	-1	No	0	TIGR04028	"ABC transporter substrate binding protein, KPN_01854 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|02144	NODE_77_length_9050_cov_27.8991	2799	4559	1761	-1	No	0	TIGR01613	"phage/plasmid primase, P4 family, C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp002294995
metaerg.pl|02150	NODE_77_length_9050_cov_27.8991	7049	7372	324	-1	No	0	TIGR02607	"addiction module antidote protein, HigA family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudochrobactrum;s__Pseudochrobactrum sp900470735
metaerg.pl|02171	NODE_79_length_8906_cov_4.68309	2	1225	1224	-1	No	0	TIGR02786	"double-strand break repair protein AddB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|02173	NODE_79_length_8906_cov_4.68309	1946	3433	1488	-1	No	0	TIGR00150	"tRNA threonylcarbamoyl adenosine modification protein YjeE"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|02174	NODE_79_length_8906_cov_4.68309	3454	5895	2442	-1	No	0	TIGR00229	"PAS domain S-box protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|02175	NODE_79_length_8906_cov_4.68309	6044	7441	1398	-1	No	0	TIGR00936	"adenosylhomocysteinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|02176	NODE_79_length_8906_cov_4.68309	7817	8905	1089	-1	No	0	TIGR01444	"methyltransferase, FkbM family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|02181	NODE_80_length_8818_cov_5.2296	3567	4043	477	-1	No	0	TIGR00077	"signal peptidase II"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|02185	NODE_80_length_8818_cov_5.2296	6508	6789	282	-1	No	0	TIGR00988	"integration host factor, beta subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|02191	NODE_81_length_8798_cov_7.85245	1287	2297	1011	1	No	0	TIGR00526	"FolB domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
